"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Pharmacology)10.5497","open","35761","4460","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Psychiatry)10.5498","open","35761","4460","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Radiology)10.4329","open","35761","4460","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Respirology)10.5320","open","35761","4460","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Rheumatology)10.5499","open","35761","4460","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Stem Cells)10.4252","open","35761","4460","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Stomatology)10.5321","open","35761","4460","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Surgical Procedures)10.5412","open","35761","4460","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Translational Medicine)10.5528","open","35761","4460","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Transplantation)10.5500","open","35761","4460","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","Baishideng Publishing Group Co (World Journal of Virology)10.5501","open","35761","4460","true","true"
"Baishideng Publishing Group Inc. (ID 2060)","World Journal of Meta-Analysis10.13105","open","35761","4460","true","true"
"Balikesir Medical Journal (ID 19511)","Balikesir Medical Journal10.33716","open","0","14","false","true"
"Balikesir Universitesi Sosyal Bilimler Enstitusu Dergisi (ID 17039)","Balikesir Universitesi Sosyal Bilimler Enstitusu Dergisi10.31795","open","179","111","true","true"
"Balkan Arastirma Enstitusu Dergisi (ID 12356)","Balkan Arastirma Enstitusu Dergisi10.30903","open","0","41","false","true"
"Ball State University Library (ID 12550)","Ball State University Library10.33043","open","444","223","true","true"
"Balochistan University of Information Technology, Engineering and Management Sciences (ID 21315)","Balochistan University of Information Technology, Engineering and Management Sciences10.36785","open","0","15","false","true"
"Baltic Medical Education Center (ID 9600)","Baltic Medical Education Center10.22328","open","301","415","false","true"
"Banco de la Republica Colombia (ID 16125)","Banco de la República Colombia10.32468","open","2125","199","true","true"
"Bandirma Onyedi Eylul University (ID 25641)","Bandirma Onyedi Eylul University10.46387","open","0","11","false","true"
"Bangladesh Journals Online (JOL) (ID 1861)","Bangladesh Journals Online10.3329","open","20512","5588","true","true"
"Bangladesh Society for Veterinary Medicine (ID 18530)","Bangladesh Society for Veterinary Medicine10.36111","open","0","48","false","true"
"Bangladesh Society for Veterinary Medicine (ID 18530)","Bangladesh Society for Veterinary Medicine10.33109","open","0","48","false","true"
"Bangladesh Veterinary Association (BVA) (ID 17991)","Bangladesh Veterinary Association (BVA)10.32856","open","0","9","false","true"
"Bashkir State Medical University (ID 10159)","Bashkir State Medical University10.24060","open","52","115","false","true"
"Bastas Publications (ID 24457)","Bastas Publications10.30935","open","467","174","true","true"
"Bayburt Egitim Fakultesi Dergisi (ID 21336)","Bayburt Egitim Fakultesi Dergisi10.35675","open","0","23","false","true"
"Beilstein Institut (ID 2086)","Beilstein-Institut10.3762","open","3703","1531","true","true"
"Belarusian National Technical University (ID 8686)","Belarusian National Technical University10.21122","open","432","713","true","true"
"Belarusian State University (ID 19297)","Belarusian State University10.33581","open","0","253","false","true"
"Belarusian State University of Informatics and Radioelectronics (ID 21225)","Belarusian State University of Informatics and Radioelectronics10.35596","open","0","112","false","true"
"Belgi Dergisi (ID 19056)","Belgi Dergisi10.33431","open","0","50","false","true"
"Bendola S.p.r.L - BVBA (ID 17342)","Bendola S.p.r.L - BVBA10.32371","open","0","11","false","true"
"Bentham Science Publishers Ltd. (ID 965)","Bentham Science10.2174","open","113408","26612","true","true"
"Berliner Wissenschafts-Verlag (ID 21576)","Berliner Wissenschafts-Verlag10.35998","open","677","71","true","false"
"BEU Ilahiyat Fakultesi Dergisi (ID 19115)","BEU Ilahiyat Fakultesi Dergisi10.33460","open","0","27","false","true"
"Beyond the Horizon International Strategic Studies Group (ID 16165)","Beyond the Horizon International Strategic Studies Group10.31175","open","0","54","false","true"
"Bilecik Seyh Edebali Universitesi Fen Bilimleri Dergisi (ID 20453)","Bilecik Seyh Edebali Universitesi Fen Bilimleri Dergisi10.35193","open","0","127","false","true"
"Bilecik Seyh Edebali Universitesi Sosyal Bilimler Enstitusu Dergisi (ID 19760)","Bilecik Seyh Edebali Universitesi Sosyal Bilimler Enstitusu Dergisi10.33905","open","23","82","true","true"
"Bilge International Journal of Science and Technology Research (ID 11963)","Bilge International Journal of Science and Technology Research10.30516","open","0","79","false","true"
"Bilge Strateji (ID 21332)","Bilge Strateji10.35705","open","0","1","false","true"
"Bilgi Yonetimi (ID 19506)","Bilgi Yonetimi10.33721","open","0","25","false","true"
"Bilimsel Madencilik Dergisi (ID 12245)","Bilimsel Madencilik Dergisi10.30797","open","14","70","true","true"
"Bingol Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi (ID 19032)","Bingol Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi10.33399","open","0","15","false","true"
"Bingol Universitesi Ilahiyat Fakultesi Dergisi (ID 20017)","Bingol Universitesi Ilahiyat Fakultesi Dergisi10.34085","open","0","29","false","true"
"Biology Centre, AS CR (ID 5546)","Biology Centre AS CR10.14411","open","2503","209","true","true"
"BioOne (ID 404)","BioOne (Association des Amis des Cryptogames)10.7872","limited","173","13","true","true"
"BioOne (ID 404)","BioOne (Elementa)10.12952","limited","173","13","true","true"
"BioOne (ID 404)","BioOne (Freshwater Mollusk Biology and Conservation)10.31931","open","173","13","true","true"
"BioOne (ID 404)","BioOne- American Society of Plant Biologists (Arabidopsis)10.1199","limited","173","13","true","true"
"Biophysical Society (ID 14579)","Biophysical Society10.35459","open","0","9","false","true"
"Bioscientifica (ID 416)","Bioscientifica10.1530","open","66511","9614","true","true"
"Bishkek Humanities University (ID 19484)","Bishkek Humanities University10.35254","open","0","163","false","true"
"Biteca (ID 10845)","Biteca10.25214","open","162","17","true","true"
"Black Sea Journal of Engineering and Science (ID 20254)","Black Sea Journal of Engineering and Science10.34248","open","0","22","false","true"
"Black Sea Research Institute of Economics and Innovation (ID 18183)","Black Sea Research Institute of Economics and Innovation10.32843","open","0","2406","false","true"
"Blacksmith Institute (ID 3722)","Blacksmith Institute10.5696","open","135","113","true","true"
"BMJ (ID 239)","BMJ10.1136","open","863972","77562","true","true"
"BMJ (ID 239)","Faculty of Family Planning10.1783","open","863972","77562","true","true"
"Bogdan Khmelnytskyi National Academy of the State Border Guard Service of Ukraine (ID 17602)","Bogdan Khmelnytskyi National Academy of the State Border Guard Service of Ukraine10.32453","open","0","273","false","true"
"Bogomolets National Medical University (ID 17395)","Bogomolets National Medical University10.32345","open","19","119","true","true"
"Boletim Tecnico-Cientifico do CEPNOR (ID 17693)","Boletim Tecnico-Cientifico do CEPNOR10.32519","open","114","11","true","false"
"Bonch-Bruevich State University of Telecommunications (ID 17101)","Bonch-Bruevich State University of Telecommunications10.31854","open","2","113","false","true"
"Bononia University Press (ID 12131)","Bononia University Press10.30682","open","0","193","false","true"
"Bor Dergisi (ID 12171)","Bor Dergisi10.30728","open","0","60","false","true"
"Borys Grinchenko Kyiv University (ID 11468)","Borys Grinchenko Kyiv University10.28925","open","1053","1032","true","true"
"Botanic Garden & Botanical Museum Berlin-Dahlem BGBM (ID 1942)","Botanic Garden & Botanical Museum Berlin-Dahlem BGBM10.3372","open","978","128","true","true"
"Brazilian Journal of Implantology and Health Sciences (ID 22503)","Brazilian Journal of Implantology and Health Sciences10.36557","open","0","44","false","true"
"Brighthall (ID 4650)","Brighthall10.7899","open","251","66","true","true"
"Brill (ID 50)","Brill10.2959","open","358636","46715","true","true"
"Brill (ID 50)","Brill10.1163","open","358636","46715","true","true"
"Brill Deutschland GmbH (ID 16089)","Brill Deutschland GmbH10.30965","open","66541","8812","true","true"
"Bristol University Press (ID 165)","Bristol University Press10.46692","open","11689","2993","true","true"
"Bristol University Press (ID 165)","The Policy Press10.1332","limited","11689","2993","true","true"
"British Association of Physicians of Indian Origin (ID 25220)","British Association of Physicians of Indian Origin10.38192","open","4","78","false","true"
"British Editorial Society of Bone & Joint Surgery (ID 42)","British Editorial Society of Bone and Joint Surgery10.1302","open","16717","1542","true","true"
"British Institute of Radiology (ID 45)","British Institute of Radiology10.1259","open","35522","1526","true","true"
"Bryansk State Technical University BSTU (ID 15045)","Bryansk State Technical University BSTU10.30987","open","791","997","true","true"
"BSTU named after V.G. Shukhov (ID 19942)","BSTU named after V.G. Shukhov10.34031","open","567","553","true","true"
"Bucak Isletme Fakultesi Dergisi, Burdur Mehmet Akif Ersoy Universitesi (ID 25154)","Bucak Isletme Fakultesi Dergisi, Burdur Mehmet Akif Ersoy Universitesi10.38057","open","0","5","false","true"
"Buddhist Culture and Art Laboratory (ID 20847)","Buddhist Culture and Art Laboratory10.35388","open","24","41","true","true"
"Bulgarian Association for Promotion of Education and Science - BAPES (ID 22878)","Bulgarian Association for Promotion of Education and Science - BAPES10.36865","open","50","65","false","true"
"Bulgarian Rheumatology Society (ID 19961)","Bulgarian Rheumatology Society10.35465","open","0","20","false","true"
"Bullaki Ltd. (ID 17399)","Bullaki Ltd.10.32386","open","0","9","false","true"
"Bulletin of Academy of Advocacy of Ukraine, Academy of Advocacy of Ukraine (ID 24621)","Bulletin of Academy of Advocacy of Ukraine, Academy of Advocacy of Ukraine10.37692","open","0","2","false","true"
"Bursa Uludag University (ID 23269)","Bursa Uludag University10.37093","open","0","16","false","true"
"Buzdar Insights (ID 23149)","Buzdar Insights10.37187","open","0","6","false","true"
"CABI Publishing (ID 242)","AgriXiv10.31220","open","2248","2107","true","false"
"CABI Publishing (ID 242)","CABI Publishing10.1079","open","2248","2107","true","false"
"CABI Publishing (ID 242)","CABI Publishing - Evidence on Demand10.12774","limited","2248","2107","true","false"
"CAIRN (ID 2273)","CAIRN10.3917","open","253326","31210","true","true"
"California Digital Library (CDL) (ID 6438)","Berkeley Linguistics Society10.20354","open","5027","655","false","true"
"California Digital Library (CDL) (ID 6438)","California Digital Library10.15697","open","5027","655","false","true"
"California Digital Library (CDL) (ID 6438)","California Digital Library (CDL)10.15310","limited","5027","655","false","true"
"California Digital Library (CDL) (ID 6438)","eScholarship10.5070","open","5027","655","false","true"
"California Digital Library (CDL) (ID 6438)","San Francisco Estuary and Watershed Science10.15447","limited","5027","655","false","true"
"California Digital Library (CDL) (ID 6438)","UC Merced School of Natural Sciences10.21426","open","5027","655","false","true"
"California Digital Library (CDL) (ID 6438)","UC Merced School of Natural Sciences10.21425","open","5027","655","false","true"
"California Digital Library (CDL) (ID 6438)","UC Observatories10.20353","limited","5027","655","false","true"
"California Digital Library (CDL) (ID 6438)","UCI School of Education10.21977","open","5027","655","false","true"
"California Digital Library (CDL) (ID 6438)","University of California, Berkeley, Library10.21433","open","5027","655","false","true"
"Cambridge International Academics (ID 16686)","Ceramist10.31613","open","0","68","false","true"
"Cambridge University Press (CUP) (ID 56)","Cambridge University Press10.1017","open","1767985","128289","true","true"
"Cambridge University Press (CUP) (ID 56)","Cambridge University Press (Anthem Press)10.7135","open","1767985","128289","true","true"
"Cambridge University Press (CUP) (ID 56)","Cambridge University Press (Australian Academic Press)10.1375","open","1767985","128289","true","true"
"Cambridge University Press (CUP) (ID 56)","Cambridge University Press (CUP)10.5949","open","1767985","128289","true","true"
